Date,Gold,Silver,Yuan,ETH,LTC,XRP,ETC,STR,DASH,SC,XMR,XEM,BTC
2016-07-25,1315.0,19.41,6.686,13.35647878336696,4.032983051907914,0.006194080773982,0.633600658663161,0.0021849882391271253,9.108966630923728,0.0006561526243625001,1.8425159383673622,0.006823987293370001,656.1526243625001
2016-07-26,1321.25,19.68,6.6778,12.46889851358767,3.9562271562770204,0.0059364846459945995,1.8142053472925146,0.0019744839162858,8.864246790483756,0.0006386119597228,1.777296182599964,0.0066402610914034,651.64485686
2016-07-27,1320.8,19.58,6.6671,12.727732529130257,3.9521432911573298,0.00592967772147192,1.8507270287102657,0.0019569245460486803,9.125715109261959,0.00064794491658468,1.8615653800422274,0.006662706313971761,654.489814732
2016-07-28,1341.3,20.41,6.6597,12.830996012108471,3.9587916027338435,0.005894747247797476,1.5085700770865016,0.0019474304033324247,9.191071549152594,0.0006360294583274249,1.901039594902873,0.006589789748650126,655.7004725025
2016-07-29,1332.5,20.04,6.6511,12.68164600338727,4.056810594368322,0.006078865180569119,1.6640631411757079,0.001984801885465995,9.350526141954473,0.0006550501272164999,1.8644626265950517,0.006550501272165,655.0501272165
2016-07-30,1340.675,20.275,6.6394,12.046275072116586,3.976861842795202,0.005940444598480487,1.875128820280823,0.001941935160080867,9.673370724638783,0.0006358153939159999,1.8123817089063337,0.0064907187811923325,635.815393916
2016-07-31,1344.7624999999998,20.3925,6.63355,11.728589606481243,3.936887467008642,0.005871234307436171,1.9806616598333806,0.0019205017973883032,9.834793015980939,0.0006261980272657499,1.7863412500619746,0.006460827535705998,626.1980272657499
2016-08-01,1348.85,20.51,6.6277,11.410904140845902,3.8969130912220824,0.005802024016391854,2.0861944993859383,0.0018990684346957395,9.996215307323093,0.0006165806606155,1.7603007912176156,0.006430936290219664,616.5806606154999
2016-08-02,1358.15,20.71,6.6451,8.973210217111088,3.541217423643034,0.0054220496056591036,2.6688090893861025,0.0016968085921889348,9.410412019258741,0.0005361251903658849,1.5312896120251498,0.005162277606203468,552.7063818204999
2016-08-03,1364.4,20.59,6.6195,9.48826986169156,3.6249742632638733,0.005514572591640101,2.7226700678685667,0.00176357123475223,9.137663164266236,0.00052415739484896,1.5317953867174554,0.00500133514251716,545.997286301
2016-08-04,1351.15,20.16,6.6444,10.849604336506252,3.7517041551602133,0.005761706922430774,2.433916189345117,0.0018554649411217747,9.356328449680849,0.0005514694561847999,1.7676664081183533,0.0053538493037941,574.4473501924999
2016-08-05,1362.6,20.22,6.6406,10.911222903509564,3.7197218129069656,0.00589508116774015,2.478343633335929,0.0019345023637826896,9.588023286682207,0.0005494444583524798,1.8058293396922684,0.0052368924936720745,572.3379774504999
2016-08-06,1346.3,19.939999999999998,6.65105,10.986137198538346,3.742020102754702,0.005960388112872387,2.335871924257355,0.0018849745722142822,9.940890651541789,0.0005403013453468649,1.8639304069839522,0.0051473496085940994,581.2568955815
2016-08-07,1338.15,19.799999999999997,6.656275,11.023594346052736,3.7531692476785707,0.005993041585438506,2.264636069718068,0.0018602106764300788,10.11732433397158,0.0005357297888440574,1.8929809406297942,0.005102578166055112,585.716354647
2016-08-08,1330.0,19.66,6.6615,11.061051493567128,3.764318392602439,0.006025695058004626,2.1934002151787806,0.0018354467806458751,10.29375801640137,0.00053115823234125,1.922031474275636,0.005057806723516125,590.1758137125
2016-08-09,1332.9,19.7,6.6594,11.836635758107061,3.7067672086812937,0.006156037670884501,1.9647316685743976,0.00184094840824546,10.361561188767837,0.00052179747877021,1.9828128306477386,0.0056518288711739605,586.289301989
2016-08-10,1351.85,20.335,6.653,12.212839089836315,3.765390329254843,0.006198387978402681,1.8187291043665537,0.00188440475825244,10.392160396899117,0.0005036930957593,2.0023874586826476,0.005724323888276279,592.580112658
2016-08-11,1344.55,20.21,6.6255,11.827006555253167,3.6405690507465964,0.006182752062237301,1.805689321870057,0.00190694077015365,10.81623911442716,0.000550762396348725,1.9642792811369658,0.005637911842193399,592.2176304825
2016-08-12,1336.7,19.87,6.6543,11.807363136284007,3.7349844912205046,0.00609496006957475,1.942010318530183,0.0018595787700242496,12.021472806716545,0.0005279561176724999,1.9302017000315748,0.00648212788920125,586.617908525
2016-08-13,1337.95,19.884999999999998,6.64865,11.457866302941092,3.6650952887627533,0.00605481339038197,1.9270197098542323,0.0019473508125884297,12.744362700139622,0.00051340815807501,2.016749168199426,0.006404291112219445,576.752248852
2016-08-14,1338.575,19.8925,6.645825,11.283117886269633,3.6301506875338774,0.00603474005078558,1.919524405516257,0.00199123683387052,13.105807646851158,0.000506134178276265,2.060022902283351,0.0063653727237285435,571.8194190155
2016-08-15,1339.2,19.9,6.643,11.108369469598175,3.595206086305002,0.00601466671118919,1.912029101178282,0.0020351228551526096,13.467252593562696,0.0004988601984775201,2.1032966363672765,0.006326454335237641,566.886589179
2016-08-16,1349.1,20.035,6.6305,11.176897341452738,3.612322462548459,0.0062136001305252014,1.8579239723615768,0.0020251733758748797,12.263420117609973,0.00050054001051453,2.2035439729551327,0.00616182012943749,575.333345419
2016-08-17,1342.75,19.57,6.6056,10.913395413737744,3.610431353536098,0.006038717808683819,1.7779669652897756,0.0019823494893781795,12.53555887609645,0.0004984520392367098,2.1991360211096582,0.006159033818154749,572.9333784329999
2016-08-18,1347.1,19.78,6.6273,10.865309450087956,3.6171798895997083,0.0060045651850920605,1.7043444993658345,0.0019843166705270803,13.338708564726451,0.0005161517351082001,2.1993684234502724,0.006423221592457602,573.5019278980001
2016-08-19,1346.85,19.415,6.6211,10.70519170270701,3.5937941759888785,0.00613213901353116,1.6849469030625366,0.0019467107979463994,14.030906624958687,0.0005095801794624398,2.2413454772155874,0.00664744481298756,572.5619993959999
2016-08-20,1340.5749999999998,19.1625,6.64315,10.950001536551966,3.6177694163022953,0.005985353962500727,1.6759014581468203,0.0019357568678968747,14.014943784967567,0.0004997650090936099,3.0617577594884797,0.006470483573065433,577.9178084627499
2016-08-21,1337.4375,19.036250000000003,6.654175,11.072406453474443,3.6297570364590035,0.005911961436985511,1.6713787356889622,0.0019302799028721122,14.006962364972008,0.0004948574239091949,3.471963900624926,0.006382002953104369,580.595712996125
2016-08-22,1334.3,18.91,6.6652,11.194811370396922,3.641744656615712,0.005838568911470295,1.666856013231104,0.0019248029378473499,13.998980944976447,0.00048994983872478,3.882170041761372,0.006293522333143306,583.2736175295
2016-08-23,1338.5,18.98,6.6586,11.01335028831653,3.903909185405462,0.0059401173544071,1.6039889240904748,0.0018926844511591248,13.191620440399939,0.000471715201673505,4.623408811780255,0.00576540802045395,582.3644465105
2016-08-24,1337.3,18.84,6.642,11.052201834294173,3.8881973844434192,0.0060766596283979395,1.5058972433836133,0.0018804562746904797,13.1994913720368,0.00044689855910853995,4.627953792825437,0.005711015352763679,580.387739102
2016-08-25,1324.5,18.5,6.6602,11.192113147274068,3.795312782402233,0.006071231012631841,1.357213344184622,0.001868513332486125,12.665599764185458,0.00043694465621213995,4.02261024270943,0.005910251402448421,574.9271792265
2016-08-26,1324.9,18.67,6.6488,11.297718252280363,3.8088103766991335,0.0059855705816702605,1.3929508928169625,0.001947043712377295,12.438778308977962,0.000456428644741265,4.311702301959503,0.005997125737233331,577.7577781535
2016-08-27,1321.875,18.725,6.664999999999999,11.22316928411209,3.794403736065476,0.006013553135707936,1.3082342087846714,0.0018978940947054924,12.018485907285267,0.0004528281373373425,6.394996319839353,0.005915662798889451,576.84531852125
